Município;State;Municipality; Gross Rol [%] ;Gross Rol [%];Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Santa Tereza Do Oeste - PR;parana;Santa Tereza Do Oeste;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2485.08;1158.78
Santana Do Itarare - PR;parana;Santana Do Itarare;6.6;0.066;11-01 / 01-01;5;0;95;01-01 / 03-01;5;0;243.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2643.99;1029.93
Santo Antonio Da Platina - PR;parana;Santo Antonio Da Platina;6.6;0.066;11-01 / 01-01;5;0;136;01-01 / 03-01;5;0;269.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1835.92;930.28
Santo Antonio Do Paraiso - PR;parana;Santo Antonio Do Paraiso;6.6;0.066;11-01 / 01-01;5;0;135;01-01 / 03-01;5;0;257.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1846.38;972.07
Santo Antonio Do Sudoeste - PR;parana;Santo Antonio Do Sudoeste;6.6;0.066;11-01 / 01-01;5;0;122;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2048.64;1167.08
Santo Inacio - PR;parana;Santo Inacio;6.6;0.066;11-01 / 01-01;5;0;123;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2024.36;1178.65
Sao Carlos Do Ivai - PR;parana;Sao Carlos Do Ivai;6.6;0.066;11-01 / 01-01;5;0;102;01-01 / 03-01;5;0;215.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2451.94;1162.19
Sao Jeronimo Da Serra - PR;parana;Sao Jeronimo Da Serra;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;247.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1691.99;1010.98
Sao Joao - PR;parana;Sao Joao;6.6;0.066;11-01 / 01-01;5;0;76;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3286.92;1183.33
Sao Joao Do Caiua - PR;parana;Sao Joao Do Caiua;6.6;0.066;11-01 / 01-01;5;0;110;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2274.63;1149.39
Sao Joao Do Ivai - PR;parana;Sao Joao Do Ivai;6.6;0.066;11-01 / 01-01;5;0;125;01-01 / 03-01;5;0;236.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2002.28;1060.40
Sao Joao Do Triunfo - PR;parana;Sao Joao Do Triunfo;6.6;0.066;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;231.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1608.45;1081.19
Sao Jorge Do Ivai - PR;parana;Sao Jorge Do Ivai;6.6;0.066;11-01 / 01-01;5;0;114;01-01 / 03-01;5;0;226.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2188.89;1104.15
Sao Jorge Do Patrocinio - PR;parana;Sao Jorge Do Patrocinio;6.6;0.066;11-01 / 01-01;5;0;81;01-01 / 03-01;5;0;181.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3081.24;1382.94
Sao Jorge Doeste - PR;parana;Sao Jorge Doeste;6.6;0.066;11-01 / 01-01;5;0;84;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2988.78;1176.61
Sao Jose Da Boa Vista - PR;parana;Sao Jose Da Boa Vista;6.6;0.066;11-01 / 01-01;5;0;122;01-01 / 03-01;5;0;241.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2053.00;1038.27
Sao Jose Das Palmeiras - PR;parana;Sao Jose Das Palmeiras;6.6;0.066;11-01 / 01-01;5;0;94;01-01 / 03-01;5;0;201.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2658.59;1245.76
Sao Jose Dos Pinhais - PR;parana;Sao Jose Dos Pinhais;6.6;0.066;11-01 / 01-01;5;0;188;01-01 / 03-01;5;0;283.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1329.90;883.44
Sao Manoel Do Parana - PR;parana;Sao Manoel Do Parana;6.6;0.066;11-01 / 01-01;5;0;84;01-01 / 03-01;5;0;213.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2962.98;1173.83
Sao Mateus Do Sul - PR;parana;Sao Mateus Do Sul;6.6;0.066;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;199.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1734.37;1259.29
Sao Pedro Do Iguacu - PR;parana;Sao Pedro Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;105;01-01 / 03-01;5;0;210.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2372.92;1188.96
Sao Pedro Do Ivai - PR;parana;Sao Pedro Do Ivai;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;224.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1894.66;1114.90
Sao Pedro Do Parana - PR;parana;Sao Pedro Do Parana;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;186.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2261.34;1343.98
Sao Sebastiao Da Amoreira - PR;parana;Sao Sebastiao Da Amoreira;6.6;0.066;11-01 / 01-01;5;0;127;01-01 / 03-01;5;0;233.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1971.47;1072.15
Sao Tome - PR;parana;Sao Tome;6.6;0.066;11-01 / 01-01;5;0;92;01-01 / 03-01;5;0;227.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2725.44;1102.07
Sapopema - PR;parana;Sapopema;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;242.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1624.34;1035.15
Sarandi - PR;parana;Sarandi;6.6;0.066;11-01 / 01-01;5;0;136;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1842.80;1177.56
Saudade Do Iguacu - PR;parana;Saudade Do Iguacu;6.6;0.066;11-01 / 01-01;5;0;86;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2898.74;1118.68
Senges - PR;parana;Senges;6.6;0.066;11-01 / 01-01;5;0;158;01-01 / 03-01;5;0;249.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1586.58;1004.31
Sertaneja - PR;parana;Sertaneja;6.6;0.066;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1780.63;1142.41
Sertanopolis - PR;parana;Sertanopolis;6.6;0.066;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;223.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1684.57;1119.57
Siqueira Campos - PR;parana;Siqueira Campos;6.6;0.066;11-01 / 01-01;5;0;108;01-01 / 03-01;5;0;264.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2306.85;946.77
Sulina - PR;parana;Sulina;6.6;0.066;11-01 / 01-01;5;0;79;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3184.68;1137.36
Tamarana - PR;parana;Tamarana;6.6;0.066;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;242.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1701.71;1031.76
Tamboara - PR;parana;Tamboara;6.6;0.066;11-01 / 01-01;5;0;118;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2122.34;1154.88
Tapejara - PR;parana;Tapejara;6.6;0.066;11-01 / 01-01;5;0;107;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2344.28;1158.74
Tapira - PR;parana;Tapira;6.6;0.066;11-01 / 01-01;5;0;110;01-01 / 03-01;5;0;207.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2274.69;1207.37
Teixeira Soares - PR;parana;Teixeira Soares;6.6;0.066;11-01 / 01-01;5;0;154;01-01 / 03-01;5;0;234.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1623.52;1067.36
Terra Boa - PR;parana;Terra Boa;6.6;0.066;11-01 / 01-01;5;0;111;01-01 / 03-01;5;0;229.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2260.30;1093.33
Terra Roxa - PR;parana;Terra Roxa;6.6;0.066;11-01 / 01-01;5;0;83;01-01 / 03-01;5;0;205.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3014.05;1219.88
Tibagi - PR;parana;Tibagi;6.6;0.066;11-01 / 01-01;5;0;159;01-01 / 03-01;5;0;248.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1570.22;1009.31
Tijucas Do Sul - PR;parana;Tijucas Do Sul;6.6;0.066;11-01 / 01-01;5;0;187;01-01 / 03-01;5;0;263.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1335.99;950.15
Toledo - PR;parana;Toledo;6.6;0.066;11-01 / 01-01;5;0;96;01-01 / 03-01;5;0;209.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2612.59;1196.04
Tomazina - PR;parana;Tomazina;6.6;0.066;11-01 / 01-01;5;0;132;01-01 / 03-01;5;0;270.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1900.35;926.92
Tres Barras Do Parana - PR;parana;Tres Barras Do Parana;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;211.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2478.27;1183.69
Tuneiras Do Oeste - PR;parana;Tuneiras Do Oeste;6.6;0.066;11-01 / 01-01;5;0;87;01-01 / 03-01;5;0;218.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2878.53;1146.06
Tupassi - PR;parana;Tupassi;6.6;0.066;11-01 / 01-01;5;0;102;01-01 / 03-01;5;0;230.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2451.15;1088.42
Turvo - PR;parana;Turvo;6.6;0.066;11-01 / 01-01;5;0;137;01-01 / 03-01;5;0;220.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1831.49;1137.11
Ubirata - PR;parana;Ubirata;6.6;0.066;11-01 / 01-01;5;0;101;01-01 / 03-01;5;0;216.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2466.05;1155.05
Umuarama - PR;parana;Umuarama;6.6;0.066;11-01 / 01-01;5;0;100;01-01 / 03-01;5;0;199.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2500.33;1258.32
Uniao Da Vitoria - PR;parana;Uniao Da Vitoria;6.6;0.066;11-01 / 01-01;5;0;124;01-01 / 03-01;5;0;213.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2008.96;1173.43
Uniflor - PR;parana;Uniflor;6.6;0.066;11-01 / 01-01;5;0;130;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1930.29;1140.12
Urai - PR;parana;Urai;6.6;0.066;11-01 / 01-01;5;0;135;01-01 / 03-01;5;0;212.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1854.18;1178.42
Ventania - PR;parana;Ventania;6.6;0.066;11-01 / 01-01;5;0;166;01-01 / 03-01;5;0;263.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1509.57;950.96
Vera Cruz Do Oeste - PR;parana;Vera Cruz Do Oeste;6.6;0.066;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;221.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2419.88;1129.97
Vere - PR;parana;Vere;6.6;0.066;11-01 / 01-01;5;0;83;01-01 / 03-01;5;0;214.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;3000.59;1166.86
Virmond - PR;parana;Virmond;6.6;0.066;11-01 / 01-01;5;0;121;01-01 / 03-01;5;0;219.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2059.98;1142.90
Vitorino - PR;parana;Vitorino;6.6;0.066;11-01 / 01-01;5;0;131;01-01 / 03-01;5;0;235.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;1903.73;1062.57
Wenceslau Braz - PR;parana;Wenceslau Braz;6.6;0.066;11-01 / 01-01;5;0;121;01-01 / 03-01;5;0;248.00;100.00;5000.00;33000.00;500000.00;250000.00;250000.00;2064.23;1007.23
Aguai - SP;sao paulo;Aguai;5.69;0.056875;11-01 / 01-01;5;0;285;01-01 / 03-01;5;0;269.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;877.72;927.99
Araras - SP;sao paulo;Araras;5.69;0.056875;11-01 / 01-01;5;0;260;01-01 / 03-01;5;0;280.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;963.35;891.65
Assis - SP;sao paulo;Assis;5.69;0.056875;11-01 / 01-01;5;0;149;01-01 / 03-01;5;0;249.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1678.99;1003.61
Avare - SP;sao paulo;Avare;5.69;0.056875;11-01 / 01-01;5;0;178;01-01 / 03-01;5;0;255.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1403.42;979.33
Barao De Antonina - SP;sao paulo;Barao De Antonina;5.69;0.056875;11-01 / 01-01;5;0;74;01-01 / 03-01;5;0;215.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;3377.61;1163.61
Bernardino De Campos - SP;sao paulo;Bernardino De Campos;5.69;0.056875;11-01 / 01-01;5;0;150;01-01 / 03-01;5;0;262.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1669.34;954.33
Braganca Paulista - SP;sao paulo;Braganca Paulista;5.69;0.056875;11-01 / 01-01;5;0;275;01-01 / 03-01;5;0;324.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;910.61;772.57
Buri - SP;sao paulo;Buri;5.69;0.056875;11-01 / 01-01;5;0;141;01-01 / 03-01;5;0;232.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1768.22;1077.54
Campos Novos Paulista - SP;sao paulo;Campos Novos Paulista;5.69;0.056875;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;264.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1617.19;945.49
Candido Mota - SP;sao paulo;Candido Mota;5.69;0.056875;11-01 / 01-01;5;0;144;01-01 / 03-01;5;0;243.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1740.62;1027.53
Capao Bonito - SP;sao paulo;Capao Bonito;5.69;0.056875;11-01 / 01-01;5;0;130;01-01 / 03-01;5;0;215.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1921.26;1161.20
Casa Branca - SP;sao paulo;Casa Branca;5.69;0.056875;11-01 / 01-01;5;0;296;01-01 / 03-01;5;0;247.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;843.96;1012.54
Cerqueira Cesar - SP;sao paulo;Cerqueira Cesar;5.69;0.056875;11-01 / 01-01;5;0;146;01-01 / 03-01;5;0;225.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1716.63;1109.71
Cerquilho - SP;sao paulo;Cerquilho;5.69;0.056875;11-01 / 01-01;5;0;171;01-01 / 03-01;5;0;244.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1463.65;1024.76
Coronel Macedo - SP;sao paulo;Coronel Macedo;5.69;0.056875;11-01 / 01-01;5;0;91;01-01 / 03-01;5;0;231.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2752.37;1079.96
Corumbatai - SP;sao paulo;Corumbatai;5.69;0.056875;11-01 / 01-01;5;0;269;01-01 / 03-01;5;0;243.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;930.74;1029.86
Estiva Gerbi - SP;sao paulo;Estiva Gerbi;5.69;0.056875;11-01 / 01-01;5;0;273;01-01 / 03-01;5;0;291.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;917.11;858.16
Estrela Do Norte - SP;sao paulo;Estrela Do Norte;5.69;0.056875;11-01 / 01-01;5;0;145;01-01 / 03-01;5;0;191.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1725.91;1312.20
Euclides Da Cunha Paulista - SP;sao paulo;Euclides Da Cunha Paulista;5.69;0.056875;11-01 / 01-01;5;0;123;01-01 / 03-01;5;0;185.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2025.96;1354.36
Fartura - SP;sao paulo;Fartura;5.69;0.056875;11-01 / 01-01;5;0;103;01-01 / 03-01;5;0;242.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2429.17;1031.43
Guaira - SP;sao paulo;Guaira;5.69;0.056875;11-01 / 01-01;5;0;295;01-01 / 03-01;5;0;262.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;846.25;955.26
Holambra - SP;sao paulo;Holambra;5.69;0.056875;11-01 / 01-01;5;0;265;01-01 / 03-01;5;0;314.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;944.50;796.93
Iepe - SP;sao paulo;Iepe;5.69;0.056875;11-01 / 01-01;5;0;174;01-01 / 03-01;5;0;233.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1434.43;1071.90
Indaiatuba - SP;sao paulo;Indaiatuba;5.69;0.056875;11-01 / 01-01;5;0;226;01-01 / 03-01;5;0;284.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1107.01;879.73
Itabera - SP;sao paulo;Itabera;5.69;0.056875;11-01 / 01-01;5;0;128;01-01 / 03-01;5;0;255.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1960.67;978.60
Itai - SP;sao paulo;Itai;5.69;0.056875;11-01 / 01-01;5;0;112;01-01 / 03-01;5;0;235.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2227.57;1062.73
Itapetininga - SP;sao paulo;Itapetininga;5.69;0.056875;11-01 / 01-01;5;0;162;01-01 / 03-01;5;0;206.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1539.86;1214.63
Itapeva - SP;sao paulo;Itapeva;5.69;0.056875;11-01 / 01-01;5;0;158;01-01 / 03-01;5;0;252.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1583.97;993.25
Itaporanga - SP;sao paulo;Itaporanga;5.69;0.056875;11-01 / 01-01;5;0;76;01-01 / 03-01;5;0;223.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;3274.80;1118.62
Itarare - SP;sao paulo;Itarare;5.69;0.056875;11-01 / 01-01;5;0;130;01-01 / 03-01;5;0;253.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1920.44;987.11
Itobi - SP;sao paulo;Itobi;5.69;0.056875;11-01 / 01-01;5;0;316;01-01 / 03-01;5;0;284.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;790.55;881.75
Jarinu - SP;sao paulo;Jarinu;5.69;0.056875;11-01 / 01-01;5;0;254;01-01 / 03-01;5;0;318.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;985.59;785.10
Leme - SP;sao paulo;Leme;5.69;0.056875;11-01 / 01-01;5;0;272;01-01 / 03-01;5;0;255.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;920.32;978.59
Limeira - SP;sao paulo;Limeira;5.69;0.056875;11-01 / 01-01;5;0;238;01-01 / 03-01;5;0;290.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1049.52;861.05
Manduri - SP;sao paulo;Manduri;5.69;0.056875;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;252.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1695.07;990.51
Maracai - SP;sao paulo;Maracai;5.69;0.056875;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;248.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1704.61;1007.90
Mirante Do Paranapanema - SP;sao paulo;Mirante Do Paranapanema;5.69;0.056875;11-01 / 01-01;5;0;155;01-01 / 03-01;5;0;204.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1608.43;1226.06
Mococa - SP;sao paulo;Mococa;5.69;0.056875;11-01 / 01-01;5;0;312;01-01 / 03-01;5;0;274.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;801.50;911.45
Mogi Guacu - SP;sao paulo;Mogi Guacu;5.69;0.056875;11-01 / 01-01;5;0;276;01-01 / 03-01;5;0;284.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;906.55;880.05
Morro Agudo - SP;sao paulo;Morro Agudo;5.69;0.056875;11-01 / 01-01;5;0;329;01-01 / 03-01;5;0;298.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;759.60;840.09
Nantes - SP;sao paulo;Nantes;5.69;0.056875;11-01 / 01-01;5;0;153;01-01 / 03-01;5;0;217.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1628.92;1151.51
Narandiba - SP;sao paulo;Narandiba;5.69;0.056875;11-01 / 01-01;5;0;136;01-01 / 03-01;5;0;213.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1836.72;1171.22
Nova Campina - SP;sao paulo;Nova Campina;5.69;0.056875;11-01 / 01-01;5;0;152;01-01 / 03-01;5;0;260.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1640.77;962.99
Oleo - SP;sao paulo;Oleo;5.69;0.056875;11-01 / 01-01;5;0;165;01-01 / 03-01;5;0;268.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1518.50;934.49
Palestina - SP;sao paulo;Palestina;5.69;0.056875;11-01 / 01-01;5;0;272;01-01 / 03-01;5;0;311.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;920.63;804.04
Palmital - SP;sao paulo;Palmital;5.69;0.056875;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;247.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1683.92;1011.23
Paraguacu Paulista - SP;sao paulo;Paraguacu Paulista;5.69;0.056875;11-01 / 01-01;5;0;152;01-01 / 03-01;5;0;269.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1643.32;928.82
Patrocinio Paulista - SP;sao paulo;Patrocinio Paulista;5.69;0.056875;11-01 / 01-01;5;0;350;01-01 / 03-01;5;0;290.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;714.29;860.62
Pilar Do Sul - SP;sao paulo;Pilar Do Sul;5.69;0.056875;11-01 / 01-01;5;0;171;01-01 / 03-01;5;0;213.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1466.07;1172.82
Pinhalzinho - SP;sao paulo;Pinhalzinho;5.69;0.056875;11-01 / 01-01;5;0;271;01-01 / 03-01;5;0;324.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;922.62;772.72
Piraju - SP;sao paulo;Piraju;5.69;0.056875;11-01 / 01-01;5;0;116;01-01 / 03-01;5;0;242.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2159.47;1034.55
Pirapozinho - SP;sao paulo;Pirapozinho;5.69;0.056875;11-01 / 01-01;5;0;148;01-01 / 03-01;5;0;209.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1694.46;1198.36
Platina - SP;sao paulo;Platina;5.69;0.056875;11-01 / 01-01;5;0;147;01-01 / 03-01;5;0;235.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1700.70;1065.57
Porangaba - SP;sao paulo;Porangaba;5.69;0.056875;11-01 / 01-01;5;0;161;01-01 / 03-01;5;0;262.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1548.59;954.86
Presidente Bernardes - SP;sao paulo;Presidente Bernardes;5.69;0.056875;11-01 / 01-01;5;0;156;01-01 / 03-01;5;0;225.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1604.20;1108.72
Presidente Epitacio - SP;sao paulo;Presidente Epitacio;5.69;0.056875;11-01 / 01-01;5;0;149;01-01 / 03-01;5;0;200.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1675.88;1247.08
Rancharia - SP;sao paulo;Rancharia;5.69;0.056875;11-01 / 01-01;5;0;166;01-01 / 03-01;5;0;261.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1505.07;958.46
Ribeirao Branco - SP;sao paulo;Ribeirao Branco;5.69;0.056875;11-01 / 01-01;5;0;162;01-01 / 03-01;5;0;232.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1542.71;1077.48
Ribeirao Corrente - SP;sao paulo;Ribeirao Corrente;5.69;0.056875;11-01 / 01-01;5;0;350;01-01 / 03-01;5;0;350.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;714.29;714.29
Ribeirao Do Sul - SP;sao paulo;Ribeirao Do Sul;5.69;0.056875;11-01 / 01-01;5;0;138;01-01 / 03-01;5;0;257.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1808.28;973.04
Ribeirao Grande - SP;sao paulo;Ribeirao Grande;5.69;0.056875;11-01 / 01-01;5;0;140;01-01 / 03-01;5;0;238.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1784.23;1050.01
Rio Claro - SP;sao paulo;Rio Claro;5.69;0.056875;11-01 / 01-01;5;0;258;01-01 / 03-01;5;0;259.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;968.62;964.57
Riversul - SP;sao paulo;Riversul;5.69;0.056875;11-01 / 01-01;5;0;95;01-01 / 03-01;5;0;238.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2621.47;1049.18
Rosana - SP;sao paulo;Rosana;5.69;0.056875;11-01 / 01-01;5;0;110;01-01 / 03-01;5;0;188.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;2280.76;1331.75
Salto Grande - SP;sao paulo;Salto Grande;5.69;0.056875;11-01 / 01-01;5;0;143;01-01 / 03-01;5;0;244.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1742.55;1022.62
Santa Cruz Das Palmeiras - SP;sao paulo;Santa Cruz Das Palmeiras;5.69;0.056875;11-01 / 01-01;5;0;283;01-01 / 03-01;5;0;226.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;884.10;1105.34
Santa Cruz Do Rio Pardo - SP;sao paulo;Santa Cruz Do Rio Pardo;5.69;0.056875;11-01 / 01-01;5;0;180;01-01 / 03-01;5;0;266.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1390.70;940.25
Santo Anastacio - SP;sao paulo;Santo Anastacio;5.69;0.056875;11-01 / 01-01;5;0;160;01-01 / 03-01;5;0;227.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;1560.69;1100.02
Sao Joao Da Boa Vista - SP;sao paulo;Sao Joao Da Boa Vista;5.69;0.056875;11-01 / 01-01;5;0;307;01-01 / 03-01;5;0;284.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;815.49;880.13
Sao Joaquim Da Barra - SP;sao paulo;Sao Joaquim Da Barra;5.69;0.056875;11-01 / 01-01;5;0;343;01-01 / 03-01;5;0;335.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;728.48;747.10
Sao Jose Do Rio Pardo - SP;sao paulo;Sao Jose Do Rio Pardo;5.69;0.056875;11-01 / 01-01;5;0;300;01-01 / 03-01;5;0;260.00;100.00;5000.00;28437.50;500000.00;250000.00;250000.00;833.81;959.96
